,Factor1,Factor2,Factor3
3947-bus,-1.50,-0.07,0.32
6570-bus,-1.05,-0.48,1.13
4881-bus,-0.96,-0.18,0.27
9809-bus,-1.09,-0.12,0.13
5354-bus,-0.11,-0.16,-0.34
9355-bus,-0.50,-0.31,0.61
11662-bus,-1.15,-0.26,0.45
11047-bus,-0.78,-0.40,0.77
11635-bus,-1.19,-0.28,0.53
7172-bus,-0.09,-0.35,0.42
4186-bus,-0.68,0.23,-1.24
5109-bus,-0.79,-0.07,-0.08
3863-bus,-0.71,-0.11,-0.02
11617-bus,-0.75,0.04,-0.44
11751-bus,-0.94,-0.24,0.35
11626-bus,-0.55,0.02,-0.43
9946-bus,0.15,-0.16,0.03
11545-bus,-1.27,-0.03,-0.18
5082-bus,-0.67,-0.09,-0.04
11605-bus,-0.79,-0.02,-0.24
6093-bus,0.17,0.02,-0.77
4326-bus,0.03,0.08,-1.13
3338-bus,-1.11,0.01,-0.33
3480-bus,-1.04,0.12,-0.65
11850-bus,-1.26,-0.37,0.85
4220-bus,-0.89,-0.36,0.73
3178-bus,0.97,0.19,-1.77
2944-bus,-1.22,0.49,-1.36
7601-bus,-0.88,0.13,-0.83
7749-bus,-1.01,-0.13,0.17
4686-bus,-0.45,-0.16,0.02
3325-bus,-1.44,0.12,-0.60
4573-bus,-1.11,-0.18,0.20
5265-bus,-0.64,-0.23,0.31
11051-bus,-0.53,-0.34,0.48
3932-bus,-1.41,-0.07,0.29
4308-bus,-0.37,-0.01,-0.50
7724-bus,-0.04,0.01,-0.64
4878-bus,-0.66,-0.18,0.15
11335-bus,-1.97,-0.33,0.98
11364-bus,-1.42,-0.54,1.31
8732-bus,0.82,-0.06,-0.98
4400-bus,-1.19,-0.13,0.00
4432-bus,-0.93,-0.19,0.09
11593-bus,-0.64,0.11,-0.70
4450-bus,-0.35,-0.12,-0.36
4567-bus,-0.96,-0.42,0.84
3340-bus,-1.11,0.03,-0.38
4618-bus,-1.01,-0.21,0.26
4465-bus,0.09,-0.03,-0.81
9504-bus,-0.27,-0.13,-0.15
4453-bus,-0.80,-0.22,0.11
3643-bus,-0.42,-0.08,-0.22
11616-bus,-0.79,-0.26,0.34
12468-bus,-1.16,-0.40,0.89
3642-bus,-0.58,-0.06,-0.22
11674-bus,-1.00,-0.29,0.49
4304-bus,-0.24,-0.02,-0.54
4471-bus,-1.17,-0.14,0.02
5121-bus,-0.75,-0.01,-0.25
3980-bus,-0.73,-0.07,0.04
8753-bus,-0.42,-0.25,0.05
11225-bus,-0.65,-0.27,0.48
11826-bus,-0.68,-0.30,0.39
6163-bus,-0.84,-0.23,0.33
6225-bus,-0.83,-0.21,0.25
5357-bus,-0.17,-0.16,-0.31
11602-bus,-0.84,-0.22,0.23
4344-bus,-0.57,0.04,-0.71
11889-bus,-1.29,-0.56,1.37
11611-bus,-0.83,-0.27,0.36
9691-bus,-0.49,-0.20,0.20
11755-bus,-0.96,-0.21,0.26
12405-bus,0.31,-0.10,0.05
12750-bus,-0.23,-0.17,0.44
11481-bus,-0.86,-0.18,0.10
11495-bus,-0.77,-0.41,0.66
3278-bus,-1.33,0.12,-0.65
4314-bus,-0.45,0.01,-0.52
11059-bus,-0.52,-0.26,0.24
3355-bus,-1.32,-0.25,0.51
11767-bus,-0.59,-0.28,0.30
12066-bus,-0.37,-0.27,0.31
5455-bus,0.21,-0.15,-0.52
3589-bus,-0.73,-0.05,-0.25
7590-bus,-1.15,-0.08,-0.11
5154-bus,-1.20,0.11,-0.44
12551-bus,0.38,-0.03,-0.21
5280-bus,-0.10,-0.25,0.12
4893-bus,-0.72,-0.07,-0.15
11620-bus,-1.19,-0.09,-0.06
7538-bus,-0.38,-0.26,0.32
4687-bus,-0.43,-0.20,0.08
11584-bus,-0.92,-0.32,0.56
5574-bus,-0.28,-0.34,0.42
5271-bus,-0.63,-0.20,0.18
3353-bus,-1.00,-0.19,0.26
6332-bus,-0.47,-0.53,1.08
7919-bus,-0.42,-0.10,-0.25
3344-bus,-1.53,-0.18,0.40
4645-bus,-0.99,-0.17,0.18
11577-bus,-0.81,-0.27,0.36
9860-bus,-0.51,-0.28,0.41
11228-bus,-1.15,-0.23,0.47
4902-bus,-0.24,-0.15,-0.08
4255-bus,-0.44,-0.06,-0.45
10736-bus,0.16,0.22,-1.17
6373-bus,0.31,-0.46,0.56
3438-bus,-1.02,0.08,-0.50
3441-bus,-1.04,0.10,-0.56
6314-bus,-0.29,-0.49,0.90
4625-bus,-0.55,0.31,-1.55
11557-bus,0.81,-0.26,-0.34
12498-bus,-0.96,-0.44,0.83
3242-bus,-0.86,-0.06,-0.27
4668-bus,-0.32,-0.11,-0.20
9520-bus,-1.52,0.32,-1.02
6087-bus,-0.67,-0.43,0.83
11021-bus,-0.63,-0.29,0.44
5242-bus,0.07,-0.04,-0.76
9447-bus,-1.11,-0.12,0.08
5491-bus,-0.01,0.04,-0.48
9597-bus,-0.54,-0.07,-0.27
11234-bus,-0.76,-0.29,0.54
7584-bus,-1.47,-0.13,0.17
10766-bus,0.11,0.21,-1.16
11460-bus,-1.53,-0.12,0.35
9484-bus,-1.53,0.30,-0.95
5553-bus,0.06,-0.26,0.01
6205-bus,-0.60,-0.42,0.76
5775-bus,-1.09,-0.24,0.47
4914-bus,-0.66,-0.10,-0.10
12708-bus,1.44,-0.37,-0.15
12720-bus,1.41,-0.36,-0.17
12729-bus,1.22,-0.40,0.03
12570-bus,1.24,-0.38,-0.07
12753-bus,0.83,-0.38,0.13
12178-bus,0.16,-0.57,1.17
6279-bus,-0.84,-0.37,0.74
12411-bus,-0.09,-0.39,0.55
12345-bus,-0.02,-0.50,0.89
12501-bus,-0.07,-0.27,0.16
12287-bus,0.05,-0.56,1.07
12393-bus,0.19,-0.56,0.94
12489-bus,0.50,-0.39,0.31
11045-bus,-0.41,-0.26,0.22
6963-bus,-0.14,-0.21,-0.01
8264-bus,-0.61,-0.09,-0.17
5525-bus,-0.15,-0.01,-0.31
12476-bus,-0.10,-0.34,0.41
4330-bus,-0.34,0.05,-0.84
9524-bus,-0.35,-0.02,-0.25
11656-bus,-1.30,-0.26,0.51
7178-bus,-0.32,-0.24,0.17
5127-bus,-0.69,0.05,-0.46
11895-bus,-1.76,-0.26,0.86
6915-bus,0.05,-0.20,-0.15
6432-bus,-1.52,-0.44,1.22
7586-bus,-1.56,-0.27,0.72
11043-bus,-0.44,-0.38,0.53
6994-bus,0.30,-0.22,-0.15
3875-bus,-0.65,-0.24,0.34
11400-bus,-0.27,-0.29,0.30
5133-bus,-0.67,0.08,-0.57
3365-bus,-1.14,-0.16,0.17
4732-bus,0.58,-0.10,-0.62
4613-bus,-1.45,-0.26,0.57
11254-bus,-0.84,-0.28,0.55
8210-bus,-0.59,-0.08,-0.25
10620-bus,-0.44,0.52,-1.74
5353-bus,-0.04,-0.13,-0.45
3256-bus,-0.65,-0.13,-0.15
3884-bus,-0.76,-0.08,0.03
498-train,0.53,0.09,-0.86
7268-bus,-0.68,-0.20,0.18
4651-bus,-0.82,-0.04,-0.26
6991-bus,0.24,-0.23,-0.10
11556-bus,-1.04,0.00,-0.19
4298-bus,-0.52,-0.27,0.35
3908-bus,-1.31,-0.06,0.15
4322-bus,-0.06,-0.04,-0.54
3182-bus,-1.79,0.03,-0.18
11559-bus,-0.73,-0.20,0.13
5923-bus,-0.68,-0.13,-0.04
7312-bus,-0.99,-0.19,0.29
9497-bus,-0.32,-0.07,-0.11
3254-bus,-1.67,-0.08,0.19
12112-bus,-0.98,-0.26,0.35
9925-bus,0.20,-0.21,0.18
11553-bus,-0.29,-0.31,0.25
5097-bus,-0.74,0.00,-0.29
5347-bus,-0.05,-0.14,-0.42
8158-bus,-0.51,-0.04,-0.41
6375-bus,-1.50,-0.42,1.15
6946-bus,-0.46,-0.27,0.29
11316-bus,1.09,0.07,-1.04
6919-bus,-0.76,-0.28,0.44
3259-bus,-1.79,-0.13,0.40
7098-bus,0.18,-0.31,0.16
11243-bus,-1.16,-0.18,0.33
7093-bus,-0.07,-0.12,-0.31
3388-bus,-0.83,-0.15,0.01
3164-bus,-1.74,0.07,-0.30
6308-bus,-0.31,-0.49,0.91
11245-bus,-1.06,-0.19,0.38
6065-bus,-1.16,-0.38,0.93
3313-bus,-0.70,-0.18,0.05
6443-bus,-0.18,-0.47,0.84
6822-bus,-0.53,-0.10,0.01
10152-bus,-0.29,-0.11,0.06
3268-bus,-0.72,-0.20,0.11
7646-bus,-0.30,0.13,-1.09
5563-bus,-0.50,-0.04,-0.07
10222-bus,-1.75,-0.43,1.26
12115-bus,-1.47,-0.12,0.09
6356-bus,-0.27,-0.47,0.85
12096-bus,-1.32,-0.36,0.93
12097-bus,-1.11,-0.24,0.62
12120-bus,-1.60,-0.16,0.28
3888-bus,-0.79,0.02,-0.10
11514-bus,-0.09,-0.30,0.14
6266-bus,-0.22,-0.48,0.86
4352-bus,-0.63,-0.06,-0.38
6470-bus,0.00,-0.48,0.79
5956-bus,-1.66,-0.43,1.08
5363-bus,0.02,-0.10,-0.51
5926-bus,-1.66,-0.43,1.08
12117-bus,-1.50,-0.14,0.16
3475-bus,0.17,-0.05,-0.65
12126-bus,-0.88,-0.20,0.09
6344-bus,-0.39,-0.52,0.98
6861-bus,-0.94,-0.28,0.53
11512-bus,-0.02,-0.30,0.10
6134-bus,-0.22,-0.42,0.68
11862-bus,-0.89,-0.22,0.25
6359-bus,-0.20,-0.47,0.82
11628-bus,-1.31,-0.38,0.87
6050-bus,-0.41,-0.38,0.65
10137-bus,-0.26,-0.14,0.13
10004-bus,-1.11,-0.37,0.81
6832-bus,-0.98,-0.27,0.48
11515-bus,-0.15,-0.33,0.23
6197-bus,0.09,-0.45,0.65
12105-bus,-0.78,-0.30,0.51
2917-bus,0.20,0.03,-0.25
12426-bus,-0.70,-0.39,0.59
6464-bus,-0.51,-0.57,1.24
11134-bus,-1.11,-0.27,0.40
12100-bus,-0.55,-0.16,0.23
3194-bus,-2.00,-0.19,0.64
11008-bus,-0.49,-0.18,0.12
3184-bus,-1.95,-0.12,0.39
11015-bus,-0.71,-0.22,0.26
3284-bus,-0.54,-0.16,-0.04
11911-bus,-1.41,-0.39,0.97
4755-bus,-0.14,-0.18,-0.04
11975-bus,-0.83,-0.32,0.46
6709-bus,-0.31,0.13,-0.98
10165-bus,-1.20,-0.49,1.20
10151-bus,-0.20,-0.07,-0.05
3280-bus,-0.51,-0.17,-0.04
11240-bus,-1.09,-0.14,0.14
11026-bus,-0.21,-0.23,0.10
6860-bus,-1.01,0.16,-0.75
4616-bus,-0.86,-0.14,-0.01
12114-bus,-0.60,-0.14,0.19
11679-bus,-1.23,-0.24,0.41
8974-bus,-1.31,0.20,-0.90
11464-bus,-1.16,-0.04,-0.05
8792-bus,1.01,-0.03,-1.17
3175-bus,-1.86,-0.06,0.18
3887-bus,-0.59,-0.20,0.28
6985-bus,-0.08,-0.19,-0.10
3798-bus,-1.31,-0.01,-0.26
5995-bus,-1.21,-0.41,0.83
3214-bus,-1.98,-0.19,0.65
11238-bus,1.08,-0.28,-0.31
11453-bus,-0.04,-0.18,-0.13
11217-bus,1.22,-0.19,-0.61
11187-bus,1.22,-0.21,-0.54
11307-bus,1.29,-0.18,-0.67
11163-bus,0.79,-0.19,-0.44
11280-bus,0.89,-0.15,-0.61
11387-bus,0.44,-0.14,-0.43
6512-bus,-0.34,-0.61,1.30
11029-bus,-0.50,-0.26,0.25
11370-bus,1.04,-0.02,-0.73
3804-bus,-1.26,0.04,-0.41
3893-bus,-0.77,-0.04,-0.04
7345-bus,-0.31,0.07,-0.96
6016-bus,-1.18,-0.40,0.81
11649-bus,-1.13,-0.31,0.60
11663-bus,-0.87,-0.25,0.72
11395-bus,-1.02,-0.32,0.59
5343-bus,-1.38,0.49,-1.29
11103-bus,-0.25,-0.44,0.62
4931-bus,-0.47,-0.33,0.37
9933-bus,-1.23,0.48,-1.35
7123-bus,-0.41,0.19,-1.26
7184-bus,-0.23,0.17,-1.28
12263-bus,-1.34,-0.38,0.91
7273-bus,0.12,0.15,-1.37
11463-bus,-1.21,-0.20,0.47
11637-bus,-1.31,-0.31,0.69
7368-bus,0.07,0.13,-1.27
3301-bus,-0.78,-0.10,-0.17
7378-bus,0.04,0.11,-1.21
7069-bus,-0.73,0.17,-1.07
10041-bus,-0.26,0.19,-0.86
655-train,-1.33,-0.11,0.03
10002-bus,-0.17,0.21,-0.97
2894-bus,-0.96,0.16,-0.95
11444-bus,1.28,-0.15,-0.74
11612-bus,0.35,-0.09,-0.56
11783-bus,-0.15,0.05,-0.76
12718-bus,0.92,-0.18,-0.17
12504-bus,0.15,0.12,-0.80
12307-bus,-0.12,0.31,-1.32
12758-bus,0.88,0.01,-0.73
12666-bus,0.59,-0.10,-0.29
12477-bus,0.14,0.10,-0.73
12531-bus,0.68,0.06,-0.81
12600-bus,0.56,-0.02,-0.54
12760-bus,0.56,-0.14,-0.17
3203-bus,0.37,0.16,-1.45
12133-bus,-1.02,-0.45,1.06
2912-bus,-0.19,-0.08,-0.04
11132-bus,-0.70,-0.11,-0.25
3779-bus,-0.29,0.10,-0.99
9990-bus,-0.24,0.16,-0.77
7065-bus,-0.10,-0.22,0.00
8410-bus,0.46,-0.20,-0.11
6338-bus,-0.22,-0.47,0.85
3890-bus,-1.33,-0.07,0.10
4461-bus,-1.13,0.00,-0.39
12186-bus,-1.10,-0.06,-0.26
5602-bus,-1.29,-0.28,0.68
6596-bus,-0.86,-0.65,1.58
4588-bus,-0.81,-0.16,-0.05
12188-bus,-1.08,-0.03,-0.33
11143-bus,-1.17,-0.32,0.56
12180-bus,-0.38,0.10,-0.97
4479-bus,-1.03,0.03,-0.43
10128-bus,-0.23,-0.13,0.12
3694-bus,-1.70,0.08,-0.36
12534-bus,-0.60,-0.49,0.81
10904-bus,-0.86,-0.18,0.31
8048-bus,-0.14,0.05,-0.84
10955-bus,-1.06,-0.22,0.61
5194-bus,-0.49,-0.16,-0.09
4539-bus,-1.61,-0.38,1.20
12416-bus,-0.88,0.92,-1.68
12131-bus,-0.76,-0.31,0.51
5437-bus,-0.07,-0.03,-0.58
6272-bus,-0.88,-0.47,1.10
10811-bus,-0.40,0.04,-0.75
4507-bus,-1.05,-0.23,0.55
12108-bus,-1.10,-0.33,0.62
10288-bus,-0.75,-0.48,0.93
4909-bus,-0.82,-0.44,0.84
4503-bus,-1.03,-0.20,0.43
5778-bus,-1.08,-0.07,-0.05
7023-bus,0.01,-0.22,-0.04
12376-bus,-0.40,-0.07,0.01
12632-bus,0.43,-0.06,-0.36
12725-bus,0.59,-0.18,-0.06
12608-bus,0.78,0.08,-0.90
12658-bus,0.52,-0.19,-0.02
12710-bus,0.70,-0.15,-0.18
9259-bus,-0.38,-0.25,0.40
3424-bus,-0.81,-0.12,-0.04
10828-bus,-0.36,0.02,-0.71
5815-bus,-0.51,0.08,-0.71
11947-bus,-1.32,-0.31,0.68
10119-bus,-1.53,-0.41,1.10
5085-bus,-0.80,-0.06,-0.08
5584-bus,-1.29,-0.27,0.62
11686-bus,-0.99,-0.17,0.13
9888-bus,-0.43,0.41,-1.51
3334-bus,-0.62,-0.09,-0.23
6587-bus,-0.62,-0.64,1.47
12360-bus,-0.52,-0.36,0.43
12192-bus,-0.86,-0.22,0.14
12138-bus,-0.95,-0.36,0.66
4486-bus,-1.34,-0.18,0.45
11943-bus,-1.88,-0.33,0.97
5149-bus,-0.89,-0.16,0.10
5016-bus,-0.41,0.15,-0.87
11582-bus,-0.88,-0.22,0.60
12191-bus,-0.85,-0.22,0.15
12121-bus,-0.88,-0.36,0.58
7838-bus,-0.50,-0.21,0.16
4494-bus,-0.99,-0.17,0.31
12223-bus,-1.34,-0.41,0.99
12639-bus,-0.72,-0.58,1.13
11371-bus,-1.20,-0.40,0.87
12747-bus,-1.06,-0.58,1.28
12743-bus,-1.08,-0.55,1.19
4454-bus,-0.60,-0.15,-0.13
5394-bus,-0.32,-0.49,0.96
4740-bus,-0.14,-0.20,0.02
6584-bus,0.14,-0.61,1.08
3902-bus,-0.52,-0.07,-0.04
11252-bus,-0.92,-0.31,0.67
3430-bus,-0.24,-0.12,-0.28
12149-bus,-0.42,0.01,-0.47
7821-bus,-0.33,-0.21,0.09
3197-bus,-0.85,-0.16,0.07
5715-bus,-0.93,0.47,-1.43
3200-bus,-0.84,-0.16,0.06
6518-bus,-0.13,-0.54,1.01
6096-bus,-0.46,-0.40,0.50
5702-bus,-0.86,-0.23,0.43
12088-bus,-1.68,-0.31,0.74
11257-bus,-0.80,-0.23,0.39
6331-bus,0.10,-0.30,0.21
3548-bus,-0.12,-0.02,-0.58
8294-bus,-0.07,-0.23,-0.03
6772-bus,-0.73,-0.24,0.29
8398-bus,-0.02,-0.15,-0.28
7895-bus,-1.08,-0.41,0.98
12194-bus,-1.15,-0.21,0.24
12109-bus,-0.63,-0.09,-0.03
4560-bus,-1.79,-0.34,1.17
4120-bus,-0.32,0.14,-0.74
11771-bus,-0.58,-0.37,0.71
2914-bus,-0.39,0.02,-0.06
3733-bus,-0.62,0.03,-0.65
3209-bus,-0.73,-0.11,-0.13
11479-bus,-0.24,0.05,-0.70
3541-bus,-0.06,-0.01,-0.62
12179-bus,-0.15,0.14,-1.14
12106-bus,-0.11,-0.04,-0.35
7608-bus,-1.15,-0.44,1.12
7611-bus,-1.42,-0.31,0.91
7607-bus,-1.41,-0.37,1.10
7617-bus,-1.34,-0.24,0.65
8422-bus,0.27,-0.15,-0.40
5340-bus,-1.36,0.49,-1.30
7873-bus,-0.48,-0.20,0.19
17-bus,-0.38,-0.16,0.07
11408-bus,0.90,-0.08,-0.51
12091-bus,-1.77,-0.41,1.09
10894-bus,-0.83,-0.19,0.39
3545-bus,-0.94,-0.11,0.00
12198-bus,-1.29,0.11,-0.67
11698-bus,-1.27,-0.46,1.09
3553-bus,-0.96,-0.02,-0.28
7730-bus,-0.25,-0.23,0.17
11955-bus,-1.01,-0.26,0.40
3226-bus,-1.67,-0.12,0.33
12161-bus,0.36,0.11,-1.05
6699-bus,-0.66,-0.27,0.37
7568-bus,-0.90,-0.34,0.76
7874-bus,-1.05,-0.38,0.87
11131-bus,-0.77,-0.27,0.29
4328-bus,-0.01,-0.13,-0.30
3230-bus,-1.70,0.08,-0.27
11552-bus,-0.74,-0.37,0.59
5451-bus,0.15,-0.46,0.67
7813-bus,-0.10,-0.11,-0.29
11506-bus,-0.26,-0.27,0.13
12429-bus,-1.04,-0.52,1.10
11475-bus,-1.21,-0.07,-0.10
4114-bus,-0.25,0.09,-0.61
11146-bus,-0.64,-0.12,-0.21
12204-bus,-1.85,0.29,-0.97
6176-bus,-1.49,-0.46,1.33
3687-bus,-1.02,0.13,-0.77
11014-bus,-0.49,-0.17,0.05
11700-bus,-1.05,-0.17,0.16
11147-bus,-0.95,-0.32,0.51
5475-bus,-0.30,-0.48,0.89
5623-bus,-0.89,-0.24,0.38
4592-bus,-0.65,0.30,-1.47
4634-bus,-0.55,0.31,-1.54
7831-bus,-0.10,-0.15,-0.14
3751-bus,0.21,0.06,-1.06
12313-bus,-0.13,-0.32,0.17
6553-bus,-0.95,0.08,-0.44
3238-bus,-1.84,0.00,0.05
5251-bus,-0.35,-0.15,-0.17
6245-bus,-0.18,-0.45,0.77
11695-bus,-1.94,-0.50,1.48
3220-bus,-1.77,-0.12,0.30
12135-bus,-0.90,-0.37,0.65
12093-bus,-1.99,-0.61,1.75
4066-bus,-0.34,0.10,-0.64
4728-bus,-0.19,-0.22,0.09
10695-bus,-0.41,0.53,-1.77
6724-bus,-0.67,-0.27,0.35
5972-bus,-1.10,-0.31,0.49
4513-bus,-1.11,-0.31,0.83
7395-bus,-0.74,-0.29,0.46
5173-bus,-0.47,-0.15,-0.09
5579-bus,-0.33,-0.23,0.08
3763-bus,-0.13,0.03,-0.83
4516-bus,-1.16,-0.37,1.02
11478-bus,-0.58,-0.20,0.22
9564-bus,-0.46,-0.25,0.18
5828-bus,-0.16,-0.22,0.10
4611-bus,-0.66,-0.11,-0.05
3750-bus,-0.14,0.04,-0.87
7342-bus,-0.54,-0.29,0.38
11258-bus,-1.38,-0.21,0.57
4789-bus,0.55,0.01,-0.87
10320-bus,-1.21,-0.48,1.13
4582-bus,-1.07,-0.22,0.52
5436-bus,0.20,-0.32,0.23
7550-bus,-0.78,0.07,-0.62
5700-bus,-1.21,0.02,-0.17
10930-bus,-1.10,-0.22,0.64
9444-bus,0.29,-0.30,0.01
6711-bus,-1.24,-0.15,0.57
10472-bus,-0.47,-0.10,-0.17
3307-bus,-0.78,-0.23,0.24
11382-bus,-0.87,-0.21,0.56
3232-bus,-2.11,-0.16,0.62
8261-bus,-1.10,-0.30,0.78
8195-bus,0.06,0.19,-1.36
7545-bus,-0.38,-0.29,0.39
11467-bus,-1.22,-0.22,0.52
12245-bus,-1.36,-0.36,0.93
12434-bus,-0.59,0.89,-1.54
12484-bus,0.21,0.78,-1.64
4574-bus,-0.41,-0.06,-0.49
7951-bus,0.43,-0.22,-0.17
11433-bus,0.01,-0.15,-0.18
12669-bus,-1.08,-0.08,0.09
8335-bus,-0.38,-0.29,0.49
23-bus,-1.80,0.03,0.27
6754-bus,0.03,0.12,-1.06
10932-bus,-0.77,0.51,-1.57
3714-bus,-0.50,0.02,-0.61
4713-bus,-0.25,-0.21,0.08
6223-bus,-0.87,-0.21,0.19
11982-bus,-1.43,-0.24,0.52
3770-bus,0.30,0.02,-1.01
6180-bus,-0.70,-0.28,0.29
4674-bus,-1.03,-0.21,0.20
4647-bus,-0.96,-0.17,0.05
6112-bus,-0.72,-0.32,0.42
12229-bus,-1.29,-0.33,0.78
12124-bus,-0.29,-0.15,0.05
11872-bus,-1.35,-0.36,0.84
5914-bus,0.05,-0.26,0.16
10486-bus,-0.66,-0.10,-0.10
10480-bus,-0.54,-0.13,-0.05
5150-bus,-0.74,-0.08,-0.21
12132-bus,-0.55,-0.24,0.23
11260-bus,-0.77,-0.20,0.29
11544-bus,-0.83,-0.31,0.47
4617-bus,-0.31,-0.11,-0.37
12374-bus,0.70,-0.16,-0.08
12094-bus,-2.01,-0.59,1.74
6623-bus,0.33,-0.63,1.08
11890-bus,-0.97,-0.33,0.61
3235-bus,-0.87,0.16,-0.83
3579-bus,-1.65,-0.20,0.67
12257-bus,-1.27,-0.37,0.85
11492-bus,0.88,-0.14,-0.30
11892-bus,-0.62,-0.30,0.38
4599-bus,-0.32,-0.12,-0.33
5839-bus,0.64,-0.22,-0.21
4593-bus,-0.60,-0.02,-0.34
12118-bus,-0.11,-0.13,-0.03
2936-bus,-1.05,1.03,-1.66
4768-bus,-1.43,0.28,-1.09
3245-bus,-1.70,0.25,-0.76
3227-bus,-0.84,0.19,-0.92
11458-bus,-0.11,-0.11,-0.22
4801-bus,-1.12,0.28,-1.23
4299-bus,-0.21,-0.25,0.18
4586-bus,-1.14,-0.26,0.36
4775-bus,-1.46,0.28,-1.09
3905-bus,-0.88,0.05,-0.24
11199-bus,-0.57,-0.49,1.11
4553-bus,-0.39,-0.07,-0.45
7800-bus,-0.17,-0.09,-0.32
4584-bus,-1.99,-0.20,0.57
11346-bus,-0.74,-0.24,0.65
4853-bus,-1.42,0.29,-1.12
5765-bus,-0.22,-0.24,0.13
11640-bus,-0.07,-0.37,0.34
6123-bus,-0.93,-0.53,1.06
11629-bus,0.04,-0.34,0.22
3559-bus,-0.41,-0.04,-0.44
11664-bus,-0.78,-0.44,0.83
4930-bus,-1.46,0.29,-1.10
4903-bus,-1.46,0.29,-1.10
4885-bus,-1.46,0.29,-1.10
11607-bus,0.46,-0.23,-0.25
4529-bus,-1.99,-0.18,0.52
5055-bus,-1.12,-0.41,0.95
12308-bus,0.07,-0.11,-0.11
11445-bus,0.01,-0.12,-0.27
6075-bus,-0.09,-0.38,0.49
4777-bus,-1.40,0.28,-1.11
6021-bus,0.32,-0.15,-0.34
5128-bus,-0.69,0.00,-0.46
12649-bus,-0.75,-0.37,0.50
8218-bus,-0.17,-0.23,0.09
10991-bus,-0.38,-0.15,0.03
5789-bus,0.63,-0.19,-0.30
12665-bus,-0.97,-0.38,0.63
4943-bus,0.12,0.05,-0.64
11192-bus,-0.61,-0.15,0.05
4514-bus,-0.71,-0.20,0.04
11988-bus,-0.44,-0.18,-0.03
4532-bus,-0.05,-0.20,-0.22
4596-bus,0.01,-0.14,-0.42
6762-bus,-1.19,-0.12,0.42
5773-bus,0.56,-0.24,-0.12
12751-bus,-0.06,-0.25,0.36
11653-bus,-0.70,-0.43,0.79
11127-bus,-0.57,-0.50,1.13
4562-bus,-0.05,-0.18,-0.27
5013-bus,-0.77,-0.34,0.60
10891-bus,-0.19,-0.18,0.12
11536-bus,-0.71,0.01,-0.36
22-bus,-0.72,0.47,-1.46
11688-bus,-0.82,-0.12,-0.07
4650-bus,-1.47,-0.17,0.27
4601-bus,-1.12,-0.27,0.70
12024-bus,-1.04,0.13,-0.63
4746-bus,-0.31,-0.28,0.30
12596-bus,0.05,0.33,-0.12
4499-bus,-1.45,-0.18,0.30
11994-bus,-1.44,-0.24,0.55
11614-bus,0.39,-0.26,-0.11
5003-bus,-0.37,-0.07,-0.09
5068-bus,-1.00,0.26,-1.21
4978-bus,-0.32,-0.05,-0.17
11661-bus,-0.75,-0.48,0.95
3253-bus,-1.07,0.27,-1.09
3567-bus,-1.04,-0.09,-0.02
5646-bus,0.21,-0.32,0.14
4547-bus,-0.68,0.11,-0.64
4571-bus,-0.20,-0.09,-0.46
11575-bus,0.90,-0.26,-0.38
8168-bus,-0.13,-0.14,-0.20
5634-bus,-0.31,0.26,-1.37
10474-bus,0.06,0.53,-1.96
2942-bus,-1.18,0.49,-1.38
4638-bus,-0.22,-0.04,-0.42
11983-bus,-0.66,-0.22,0.19
4466-bus,-0.85,-0.15,-0.04
12156-bus,0.53,0.18,-1.20
12335-bus,0.44,-0.18,0.06
6040-bus,-1.30,-0.20,0.35
11989-bus,-1.01,-0.03,-0.16
6486-bus,0.14,-0.36,0.31
7050-bus,-0.07,-0.27,0.16
11204-bus,-0.67,-0.18,0.19
12689-bus,0.87,-0.11,-0.36
12611-bus,0.48,-0.12,-0.18
12702-bus,0.78,0.04,-0.80
12603-bus,0.09,0.05,-0.56
12553-bus,0.53,-0.15,-0.11
12515-bus,0.96,-0.13,-0.33
12381-bus,0.13,0.23,-1.16
12380-bus,0.57,-0.06,-0.42
12500-bus,0.84,0.00,-0.69
12467-bus,0.74,-0.02,-0.60
11673-bus,-1.00,-0.37,0.72
501-train,1.29,-0.17,-0.35
5529-bus,-0.79,0.54,-1.58
11576-bus,-0.42,-0.42,0.80
4550-bus,-0.45,-0.10,-0.33
10742-bus,-1.35,-0.08,0.33
11650-bus,-1.13,-0.51,1.18
8143-bus,0.00,-0.06,-0.46
8033-bus,0.59,-0.25,-0.12
5361-bus,-1.11,0.42,-1.28
12183-bus,-1.11,0.45,-1.37
4698-bus,-0.69,0.01,-0.58
6633-bus,-0.68,-0.11,0.21
7913-bus,-0.10,-0.23,0.01
11619-bus,-0.56,0.20,-0.23
10903-bus,-0.17,-0.19,0.18
4897-bus,-1.66,-0.36,1.31
11565-bus,0.93,-0.25,-0.39
11631-bus,-0.70,0.05,0.24
12395-bus,-0.08,-0.28,0.25
12320-bus,0.04,-0.20,-0.01
12315-bus,-0.24,-0.23,0.18
12382-bus,0.06,-0.21,-0.02
12404-bus,0.03,-0.26,0.15
9459-bus,-1.05,-0.41,0.91
5119-bus,-0.23,0.19,-1.33
5758-bus,0.51,-0.31,0.09
11599-bus,0.38,-0.26,-0.13
12173-bus,0.71,0.23,-1.43
5022-bus,-0.77,-0.33,0.67
6865-bus,0.26,0.23,-1.48
10073-bus,-0.93,-0.46,1.03
11701-bus,-0.99,-0.44,0.90
